0.93064,2.2625,0
2.1087,1.5508,0
2.854,1.4538,0
3.9355,2.9778,1
1.5351,1.9412,0
2.0107,1.0336,0
2.8572,0.253,0
1.552,1.5174,0
3.2168,3.6102,1
1.4511,3.0515,0
2.5988,1.8288,0
1.9528,3.0786,0
0.85491,1.9212,0
1.3298,2.3306,0
3.8018,2.3735,1
2.6338,2.7319,0
1.0698,2.3137,0
2.4071,0.75183,0
1.9965,1.9309,0
2.1842,1.4724,0
2.6684,0.73298,0
0.85185,1.5842,0
1.0161,0.96026,0
0.95735,1.9319,0
0.9704,0.76548,0
3.7886,2.6221,1
1.7468,0.87293,0
1.4814,0.88257,0
1.2604,1.8886,0
1.0743,1.9159,0
2.7092,2.3111,0
1.1135,1.4559,0
1.1273,1.6777,0
1.0703,2.3955,0
2.322,1.839,0
3.6833,2.842,1
1.4561,1.6736,0
2.911,2.2442,0
2.224,1.434,0
1.2485,1.1856,0
1.9464,0.7075,0
2.2387,1.6724,0
1.4335,1.5418,0
1.6579,0.36043,0
1.4941,1.7086,0
1.2155,1.1403,0
1.3534,2.6168,0
2.9311,2.1916,0
2.5761,2.0018,0
1.5754,2.4712,0
2.0105,1.7464,0
1.7499,3.0358,0
1.9821,1.787,0
2.7533,2.172,0
2.6936,1.6201,0
2.8133,3.976,1
1.8561,2.1806,0
2.4842,2.2166,0
2.9159,0.69799,0
3.7667,3.4322,1
1.5964,2.9422,0
1.9946,2.2828,0
1.9748,1.8657,0
2.1034,3.1241,0
1.2328,2.066,0
0.68712,2.0313,0
2.4148,1.6691,0
2.5387,2.039,0
0.74409,2.6626,0
2.3684,0.96778,0
1.0589,2.0614,0
3.7787,3.8992,1
2.6733,1.3643,0
1.9921,1.7372,0
3.4482,3.4844,1
1.7337,2.6063,0
2.5191,2.3996,0
2.1748,3.02,0
2.5573,2.0436,0
2.6872,1.5055,0
0.13607,1.2035,0
2.5249,0.94767,0
3.927,3.3324,1
3.7338,2.4735,1
1.8917,2.268,0
1.2075,3.0312,0
0.34442,1.7367,0
3.7605,3.0259,1
3.7367,3.9111,1
2.3478,2.2473,0
2.4907,2.1152,0
1.1907,2.111,0
3.9785,2.4318,1
2.2078,1.4447,0
2.4488,1.9297,0
3.0197,2.068,0
3.4,2.9,1
2.8,2.8,0
3.4,1.9,0
3.2,3.2,1
